LOCO_TYPE,LOCO_NUMBER,YEAR,Availability_Days,Distance_Travelled,Distance_per_day,Total_Failures,Reliability,Failure_Rate,Age_of_Locomotive,Usage_Intensity,Maintenance_Frequency,Fuel_Efficiency,Operating_Hours,Fleet_Type,Efficiency_Score,Maintenance_Score,Risk_Score,Reliability_Category,Age_Category
2,34987,2019,347,73539,211.93,4,81.2,0.0115,1,1.05964,0.82,1.54,7296.65,Hired,10.08,40.6,0.0122,High,New
1,1025,2017,246,37701,153.26,4,69.39,0.0163,15,0.76628,1.49,2.81,4457.14,NRZ,8.46,4.34,0.1874,Medium,Mature
1,1014,2021,281,42642,151.75,4,55.29,0.0142,5,0.758754,1.24,1.92,6631.25,NRZ,6.43,9.22,0.0539,Low,New
2,35176,2017,121,30213,319.11,11,37.48,0.0728,27,1.59553,1.59,1.7,2363.78,Hired,12.78,1.34,3.1362,Critical,Old
1,1031,2021,165,17218,104.35,3,53.31,0.0182,23,0.521758,1.7,2.13,3701.15,NRZ,4.65,2.22,0.2184,Low,Old
1,1004,2017,265,56634,213.71,6,71.6,0.0226,1,1.068566,0.9,2.97,5362.47,NRZ,10.56,35.8,0.0241,Medium,New
2,34965,2018,203,44050,217.0,9,53.56,0.0443,16,1.084975,1.13,3.27,3857.14,Hired,11.42,3.15,0.769,Low,Mature
1,1005,2019,111,25138,244.52,9,37.63,0.0625,26,1.222604,0.54,2.87,2556.47,NRZ,9.83,1.39,1.9867,Critical,Old
1,2102,2024,107,17904,155.28,8,33.75,0.0597,31,0.776381,1.62,2.95,2069.8,NRZ,8.65,1.05,1.4368,Critical,Old
1,1002,2019,257,79753,310.32,6,56.33,0.0233,13,1.551615,0.86,3.44,4703.64,NRZ,16.96,4.02,0.47,Low,Mature
1,2107,2023,200,22636,113.18,8,40.26,0.04,21,0.5659,1.25,2.13,4776.8,NRZ,4.74,1.83,0.4754,Low,Old
1,1031,2022,200,59916,299.58,9,51.85,0.045,21,1.4979,1.4,2.93,4035.95,NRZ,14.85,2.36,1.4155,Low,Old
2,34683,2018,301,28480,94.62,5,74.0,0.0166,4,0.47309,1.32,2.25,5610.02,Hired,5.08,14.8,0.0314,Medium,New
1,2103,2019,313,64447,205.9,6,55.25,0.0192,3,1.029505,1.9,2.29,6492.33,NRZ,9.93,13.81,0.0593,Low,New
1,1023,2018,276,89379,323.84,7,64.44,0.0254,4,1.619185,1.18,2.82,6551.45,NRZ,13.64,12.89,0.1645,Medium,New
1,2103,2017,262,53705,204.98,9,59.99,0.0344,11,1.024905,1.67,3.32,5803.54,NRZ,9.25,5.0,0.3878,Low,Mature
1,1010,2018,222,45613,205.46,12,41.37,0.0541,16,1.02732,1.41,2.89,4326.65,NRZ,10.54,2.43,0.8892,Low,Mature
2,35620,2021,226,30028,132.87,11,49.75,0.0487,17,0.664336,1.76,2.6,4493.66,Hired,6.68,2.76,0.55,Low,Mature
1,2105,2018,130,11829,90.99,4,58.71,0.0308,28,0.454962,1.98,2.87,2454.21,NRZ,4.82,2.02,0.3924,Low,Old
1,1020,2020,276,46500,168.48,7,61.51,0.0254,6,0.842391,1.34,1.95,6039.63,NRZ,7.7,8.79,0.1284,Medium,Young
2,35189,2021,269,73293,272.46,12,61.02,0.0446,9,1.362323,0.97,2.6,4862.93,Hired,15.07,6.1,0.5468,Medium,Young
2,35047,2024,235,57754,245.76,5,67.77,0.0213,8,1.228809,1.61,1.89,5252.13,Hired,11.0,7.53,0.2094,Medium,Young
1,1020,2024,114,12668,136.14,9,34.89,0.0592,29,0.680724,0.9,1.82,2630.67,NRZ,4.82,1.16,1.1687,Critical,Old
1,1023,2024,272,34408,126.5,8,58.47,0.0294,12,0.6325,1.44,3.19,5387.48,NRZ,6.39,4.5,0.2231,Low,Mature
1,1024,2020,267,41949,157.11,3,73.05,0.0112,2,0.785562,1.3,3.49,6125.55,NRZ,6.85,24.35,0.0176,Medium,New
1,1026,2021,241,25461,105.65,9,50.29,0.0373,14,0.528237,1.26,2.47,4766.64,NRZ,5.34,3.35,0.2758,Low,Mature
1,1029,2018,176,50401,286.37,12,42.93,0.0682,22,1.431847,1.91,2.99,3330.36,NRZ,15.13,1.87,2.1483,Low,Old
2,35574,2017,131,16000,122.14,3,67.93,0.0229,25,0.610687,1.87,2.32,2712.58,Hired,5.9,2.61,0.3496,Medium,Old
2,35989,2022,107,10616,99.21,6,43.26,0.0561,32,0.496075,1.62,1.59,2470.58,Hired,4.3,1.31,0.8906,Low,Old
2,36275,2018,211,28223,133.76,10,49.25,0.0474,19,0.668791,1.09,2.82,4398.07,Hired,6.42,2.46,0.6023,Low,Mature
2,35511,2023,112,14852,132.61,7,50.72,0.0625,28,0.663036,1.76,1.77,2508.56,Hired,5.92,1.75,1.1603,Low,Old
2,36111,2024,183,30471,166.51,9,42.14,0.0492,23,0.832541,0.92,3.15,4272.64,Hired,7.13,1.76,0.9421,Low,Old
1,1018,2018,237,24653,104.02,2,70.14,0.0084,5,0.520105,1.11,2.68,5554.76,NRZ,4.44,11.69,0.0218,Medium,New
2,35706,2017,247,86260,349.23,8,66.14,0.0324,6,1.746154,0.71,1.82,5285.34,Hired,16.32,9.45,0.3395,Medium,Young
2,35805,2024,274,35701,130.3,4,73.57,0.0146,5,0.651478,1.28,3.16,6304.53,Hired,5.66,12.26,0.0476,Medium,New
2,36586,2019,215,39489,183.67,11,49.83,0.0512,17,0.918349,1.06,3.31,4536.12,Hired,8.71,2.77,0.7993,Low,Mature
2,35629,2024,252,55693,221.0,4,60.81,0.0159,9,1.10502,0.62,2.79,4855.81,Hired,11.47,6.08,0.1581,Medium,Young
1,1012,2022,247,27250,110.32,9,54.91,0.0364,13,0.551619,1.22,2.46,4758.26,NRZ,5.73,3.92,0.261,Low,Mature
1,1028,2017,156,28952,185.59,7,41.78,0.0449,20,0.927949,1.36,1.61,3049.73,NRZ,9.49,1.99,0.8333,Low,Mature
1,2105,2023,260,68112,261.97,12,50.43,0.0462,14,1.309846,1.92,1.93,5626.18,NRZ,12.11,3.36,0.8472,Low,Mature
2,36188,2019,145,37899,246.11,13,36.64,0.0674,22,1.230544,1.59,2.19,3004.52,Hired,12.61,1.59,1.8247,Critical,Old
2,36734,2017,334,56768,169.96,5,62.11,0.015,1,0.84982,1.41,3.16,7809.53,Hired,7.27,31.06,0.0127,Medium,New
2,35472,2022,279,78748,282.25,9,62.96,0.0323,8,1.411254,1.17,2.9,5292.85,Hired,14.88,7.0,0.3647,Medium,Young
1,2104,2023,245,55535,226.67,8,48.21,0.0327,8,1.133367,1.95,1.51,4543.9,NRZ,12.22,5.36,0.2965,Low,Young
1,2102,2023,99,11890,120.1,2,53.19,0.0202,31,0.600505,1.98,2.73,2091.48,NRZ,5.68,1.66,0.376,Low,Old
2,35876,2020,185,52001,281.09,7,63.52,0.0378,14,1.405432,1.34,2.67,3715.7,Hired,13.99,4.23,0.7438,Medium,Mature
2,35142,2020,242,47054,194.44,8,48.13,0.0331,16,0.97219,0.61,2.09,5731.07,Hired,8.21,2.83,0.5149,Low,Mature
1,2102,2018,157,42633,271.55,9,41.6,0.0573,20,1.357739,0.97,3.41,3312.55,NRZ,12.87,1.98,1.556,Low,Mature
1,1018,2020,154,40792,264.88,4,65.13,0.026,21,1.324416,1.21,2.21,3598.35,NRZ,11.34,2.96,0.7231,Medium,Old
2,34964,2020,235,30974,131.8,5,57.08,0.0213,15,0.659021,1.75,3.17,4732.0,Hired,6.55,3.57,0.2106,Low,Mature
1,1009,2018,309,49239,159.35,9,62.66,0.0291,7,0.796748,1.77,2.24,6146.78,NRZ,8.01,7.83,0.1623,Medium,Young
2,36595,2018,188,44797,238.28,6,54.39,0.0319,18,1.19141,1.94,2.19,3591.45,Hired,12.47,2.86,0.6841,Low,Mature
2,35078,2023,263,43693,166.13,7,61.93,0.0266,11,0.830665,1.97,2.87,6018.79,Hired,7.26,5.16,0.2431,Medium,Mature
1,1012,2022,201,49092,244.24,5,48.74,0.0249,19,1.221194,0.84,2.13,3969.38,NRZ,12.37,2.44,0.5777,Low,Mature
2,36695,2023,176,53003,301.15,13,41.92,0.0739,25,1.505767,1.18,1.83,4070.05,Hired,13.02,1.61,2.7819,Low,Old
1,1017,2021,330,72933,221.01,5,56.41,0.0152,1,1.105045,1.91,2.45,6046.57,NRZ,12.06,28.2,0.0168,Low,New
2,36362,2018,142,19762,139.17,9,45.69,0.0634,25,0.695845,0.87,2.07,3089.76,Hired,6.4,1.76,1.1029,Low,Old
1,2105,2019,108,21582,199.83,8,43.84,0.0741,29,0.999167,1.81,3.37,2299.46,NRZ,9.39,1.46,2.1471,Low,Old
1,2106,2019,250,59625,238.5,8,53.97,0.032,11,1.1925,1.46,2.12,5020.75,NRZ,11.88,4.5,0.4198,Low,Mature
2,37085,2024,127,19676,154.93,3,69.45,0.0236,28,0.774646,0.92,1.75,2620.07,Hired,7.51,2.39,0.5119,Medium,Old
1,1016,2018,133,18468,138.86,7,48.97,0.0526,24,0.694286,1.06,2.89,2419.33,NRZ,7.63,1.96,0.8765,Low,Old
1,1011,2017,211,23824,112.91,5,62.33,0.0237,19,0.56455,1.73,3.16,3952.4,NRZ,6.03,3.12,0.2542,Medium,Mature
2,37007,2021,279,51469,184.48,7,65.42,0.0251,2,0.922384,0.88,2.78,5354.66,Hired,9.61,21.81,0.0463,Medium,New
1,1015,2018,188,26876,142.96,6,44.89,0.0319,21,0.714787,1.68,1.52,3431.37,NRZ,7.83,2.04,0.4788,Low,Old
2,36856,2019,270,32639,120.89,4,69.67,0.0148,7,0.604426,1.47,2.19,6304.71,Hired,5.18,8.71,0.0626,Medium,Young
2,36434,2022,163,35304,216.59,4,53.37,0.0245,18,1.082945,1.79,3.05,3167.53,Hired,11.15,2.81,0.4776,Low,Mature
1,1004,2019,182,25406,139.59,4,56.42,0.022,24,0.697967,1.75,2.82,3850.2,NRZ,6.6,2.26,0.3685,Low,Old
1,1008,2020,220,32410,147.32,7,63.45,0.0318,13,0.736591,1.34,2.62,4944.86,NRZ,6.55,4.53,0.3045,Medium,Mature
2,34242,2021,145,26198,180.68,10,54.45,0.069,24,0.903379,1.88,2.52,3106.48,Hired,8.43,2.18,1.496,Low,Old
1,2108,2023,93,30111,265.53,12,34.19,0.093,31,1.327674,1.66,3.0,2148.01,NRZ,14.02,1.07,3.8277,Critical,Old
1,1026,2017,200,33623,168.12,6,57.96,0.03,18,0.840575,0.73,2.85,4796.84,NRZ,7.01,3.05,0.4539,Low,Mature
2,36653,2018,175,38683,221.05,7,55.02,0.04,21,1.105229,1.62,2.6,3425.69,Hired,11.29,2.5,0.9284,Low,Old
2,36271,2023,272,68130,250.48,5,63.41,0.0184,9,1.25239,1.36,2.62,6523.23,Hired,10.44,6.34,0.2074,Medium,Young
2,36648,2017,271,84379,311.36,9,59.34,0.0332,3,1.556808,0.72,1.59,6208.35,Hired,13.59,14.84,0.1551,Low,New
1,1025,2019,301,38645,128.39,4,66.92,0.0133,5,0.641944,0.72,3.16,5937.56,NRZ,6.51,11.15,0.0427,Medium,New
2,37057,2018,188,17367,92.38,6,52.58,0.0319,19,0.461888,1.28,2.02,3928.85,Hired,4.42,2.63,0.28,Low,Mature
2,36298,2018,284,78612,276.8,3,73.51,0.0106,1,1.384014,1.19,3.35,5148.62,Hired,15.27,36.76,0.0147,Medium,New
1,2105,2021,179,35966,200.93,9,43.61,0.0503,21,1.004637,0.95,3.49,4273.0,NRZ,8.42,1.98,1.0612,Low,Old
2,34469,2021,280,100472,358.83,9,69.48,0.0321,3,1.794143,0.84,2.18,5699.98,Hired,17.63,17.37,0.1728,Medium,New
1,1007,2023,238,55611,233.66,7,47.31,0.0294,17,1.168298,0.73,3.44,5583.1,NRZ,9.96,2.63,0.5839,Low,Mature
2,36055,2019,176,40853,232.12,6,49.26,0.0341,23,1.160597,1.53,3.3,4128.5,Hired,9.9,2.05,0.9103,Low,Old
2,34810,2019,163,36630,224.72,5,67.29,0.0307,19,1.12362,0.72,1.56,3245.68,Hired,11.29,3.36,0.6554,Medium,Mature
2,35900,2021,222,61895,278.81,12,40.54,0.0541,17,1.394032,0.78,1.76,4030.9,Hired,15.36,2.25,1.2821,Low,Mature
2,35127,2020,244,39050,160.04,5,69.34,0.0205,6,0.800205,1.53,3.23,5691.43,Hired,6.86,9.91,0.0984,Medium,Young
2,35874,2017,282,45937,162.9,7,66.85,0.0248,8,0.814486,1.39,2.55,6557.82,Hired,7.0,7.43,0.1616,Medium,Young
1,2105,2018,219,69465,317.19,7,54.76,0.032,14,1.585959,1.98,1.58,4451.04,NRZ,15.61,3.65,0.7105,Low,Mature
1,1031,2024,120,16356,136.3,9,44.92,0.075,32,0.6815,0.7,2.33,2484.64,NRZ,6.58,1.36,1.6356,Low,Old
1,1031,2020,293,47325,161.52,6,67.93,0.0205,2,0.807594,1.58,1.75,5474.7,NRZ,8.64,22.64,0.0331,Medium,New
2,36813,2022,125,24675,197.4,7,60.0,0.056,30,0.987,1.07,2.26,2826.2,Hired,8.73,1.94,1.6582,Low,Old
2,36532,2019,182,26806,147.29,7,50.19,0.0385,24,0.736429,1.65,2.39,3960.09,Hired,6.77,2.01,0.6805,Low,Old
1,1010,2020,129,19108,148.12,9,42.87,0.0698,30,0.74062,0.51,3.27,2506.12,NRZ,7.62,1.38,1.5509,Low,Old
1,1011,2017,252,26443,104.93,5,63.57,0.0198,7,0.524663,1.0,1.68,4700.64,NRZ,5.63,7.95,0.0727,Medium,Young
1,1012,2021,249,61479,246.9,9,60.33,0.0361,12,1.234518,1.62,2.22,4535.55,NRZ,13.55,4.64,0.5348,Medium,Mature
2,35538,2022,273,30093,110.23,5,63.86,0.0183,4,0.551154,0.7,2.89,5363.5,Hired,5.61,12.77,0.0403,Medium,New
2,36233,2019,315,90737,288.05,2,65.98,0.0063,1,1.44027,1.44,1.74,7272.85,Hired,12.48,32.99,0.0091,Medium,New
2,36970,2024,276,25255,91.5,3,70.71,0.0109,5,0.457518,1.8,3.29,5733.85,Hired,4.4,11.78,0.0249,Medium,New
2,34445,2021,247,40864,165.44,5,67.21,0.0202,13,0.827206,1.7,3.28,4970.03,Hired,8.22,4.8,0.2172,Medium,Mature
1,1019,2017,239,61222,256.16,11,42.29,0.046,17,1.280795,1.39,3.23,5379.71,NRZ,11.38,2.35,1.0016,Low,Mature
1,1014,2018,223,67321,301.89,6,52.8,0.0269,14,1.509439,1.23,3.25,4429.26,NRZ,15.2,3.52,0.5685,Low,Mature
2,34802,2018,348,84662,243.28,4,61.73,0.0115,2,1.216408,1.08,3.23,6505.87,Hired,13.01,20.58,0.028,Medium,New
2,34396,2018,196,21584,110.12,8,51.25,0.0408,18,0.550612,1.37,2.12,4577.15,Hired,4.72,2.7,0.4044,Low,Mature
2,35037,2020,165,26395,159.97,4,54.49,0.0242,21,0.799848,0.91,1.53,3586.72,Hired,7.36,2.48,0.4065,Low,Old
2,36430,2024,91,18907,207.77,3,48.58,0.033,33,1.038846,1.14,1.86,1963.48,Hired,9.63,1.43,1.1313,Low,Old
1,1031,2018,208,52682,253.28,7,62.95,0.0337,14,1.266394,0.72,3.29,4066.05,NRZ,12.96,4.2,0.5975,Medium,Mature
2,35821,2019,306,58149,190.03,6,64.25,0.0196,7,0.950147,0.6,1.73,6386.81,Hired,9.1,8.03,0.1304,Medium,Young
1,1020,2022,235,45586,193.98,9,42.64,0.0383,13,0.969915,1.33,1.64,4655.99,NRZ,9.79,3.05,0.4829,Low,Mature
2,35857,2023,155,38644,249.32,8,47.81,0.0516,26,1.246581,1.72,2.68,3519.41,Hired,10.98,1.77,1.6724,Low,Old
2,36539,2022,232,33349,143.75,9,58.74,0.0388,15,0.718728,1.76,1.73,5005.74,Hired,6.66,3.67,0.4183,Low,Mature
2,36489,2018,292,45411,155.52,5,72.71,0.0171,2,0.777586,1.39,3.14,5829.62,Hired,7.79,24.24,0.0266,Medium,New
1,1015,2022,131,39864,260.54,13,36.19,0.076,23,1.302719,0.63,1.52,3133.33,NRZ,12.72,1.51,2.2772,Critical,Old
2,34738,2021,118,20328,172.27,8,55.42,0.0678,30,0.861356,1.04,3.22,2736.9,Hired,7.43,1.79,1.752,Low,Old
1,1029,2023,214,35993,168.19,7,57.75,0.0327,13,0.840958,1.21,1.88,4345.82,NRZ,8.28,4.12,0.3575,Low,Mature
2,35924,2019,218,43551,199.78,5,50.31,0.0229,20,0.998876,1.58,2.47,4495.25,Hired,9.69,2.4,0.4575,Low,Mature
1,1007,2019,281,88474,314.85,11,57.11,0.0391,9,1.57427,1.43,2.41,5773.07,NRZ,15.33,5.71,0.554,Low,Young
2,35791,2022,137,31208,227.8,10,42.23,0.073,25,1.138978,1.25,2.32,2914.95,Hired,10.71,1.62,2.0786,Low,Old
2,34353,2017,252,45181,179.29,10,47.1,0.0397,9,0.896448,1.6,2.55,5835.34,Hired,7.74,4.71,0.3203,Low,Young
2,36120,2018,268,31193,116.39,9,65.21,0.0336,12,0.581959,0.62,2.77,6107.34,Hired,5.11,5.02,0.2346,Medium,Mature
2,36727,2017,287,72473,252.52,5,68.88,0.0174,1,1.262596,1.6,2.34,6820.12,Hired,10.63,34.44,0.022,Medium,New
2,35400,2019,145,29336,202.32,10,41.21,0.069,28,1.011586,1.44,2.66,3108.39,Hired,9.44,1.42,1.9544,Low,Old
1,1023,2018,265,65485,247.11,4,76.37,0.0151,1,1.235566,1.66,1.98,5469.89,NRZ,11.97,38.18,0.0187,Medium,New
2,36387,2017,185,49764,268.99,9,58.36,0.0486,24,1.344973,1.79,2.17,3626.47,Hired,13.72,2.33,1.5688,Low,Old
1,1018,2023,175,40234,273.23,11,37.4,0.0524,19,1.366143,0.77,2.6,3856.44,NRZ,10.43,1.87,1.3601,Critical,Mature
1,1002,2023,102,17010,223.02,9,37.04,0.072,30,1.11508,0.59,2.69,2383.11,NRZ,7.14,1.19,2.4086,Critical,Old
1,1009,2018,167,22355,133.86,11,41.32,0.0659,26,0.669311,1.95,3.29,3703.04,NRZ,6.04,1.53,1.1468,Low,Old
2,35422,2024,264,70293,266.26,7,58.04,0.0265,13,1.331307,1.86,3.04,5264.27,Hired,13.35,4.15,0.4586,Low,Mature
1,1006,2021,225,47919,212.97,4,69.76,0.0178,7,1.064867,0.77,1.64,5372.22,NRZ,8.92,8.72,0.1327,Medium,Young
1,1027,2019,253,36081,142.61,4,65.37,0.0158,9,0.713063,1.87,2.93,4710.79,NRZ,7.66,6.54,0.1014,Medium,Young
1,1006,2021,261,62658,240.07,8,64.16,0.0307,7,1.200345,1.5,2.03,5794.29,NRZ,10.81,8.02,0.258,Medium,Young
2,36569,2017,259,65261,251.97,8,63.06,0.0309,11,1.259865,1.72,1.64,5012.97,Hired,13.02,5.26,0.4282,Medium,Mature
2,37039,2024,120,32497,270.81,9,44.51,0.075,31,1.354042,1.45,3.42,2225.28,Hired,14.6,1.39,3.1481,Low,Old
1,1024,2024,126,20701,164.29,3,43.51,0.0238,32,0.821468,1.99,1.98,2561.91,NRZ,8.08,1.32,0.6256,Low,Old
1,2105,2024,303,71585,236.25,7,67.5,0.0231,4,1.181271,0.56,1.78,6642.67,NRZ,10.78,13.5,0.1091,Medium,New
2,36748,2017,199,21805,109.57,4,58.15,0.0201,20,0.547864,1.69,2.41,3785.8,Hired,5.76,2.77,0.2202,Low,Mature
2,34710,2019,215,61480,285.95,11,45.21,0.0512,19,1.429767,0.68,1.78,4405.55,Hired,13.96,2.26,1.3909,Low,Mature
1,1002,2017,199,49828,250.39,8,51.87,0.0402,22,1.25196,1.69,2.45,3733.51,NRZ,13.35,2.26,1.1072,Low,Old
1,1019,2024,163,23676,145.25,7,54.84,0.0429,21,0.726258,1.42,1.68,3742.3,NRZ,6.33,2.49,0.6543,Low,Old
2,35640,2023,107,17688,165.31,9,47.88,0.0841,33,0.826542,1.79,3.47,2251.84,Hired,7.85,1.41,2.2939,Low,Old
2,36781,2020,146,15379,105.34,7,63.23,0.0479,22,0.526678,1.25,1.82,3436.26,Hired,4.48,2.75,0.555,Medium,Old
1,1025,2021,133,23242,187.23,9,35.37,0.0596,25,0.936126,0.76,3.07,2781.08,NRZ,8.36,1.36,1.3948,Critical,Old
1,1006,2020,261,54538,208.96,8,63.47,0.0307,7,1.044789,0.85,1.72,5054.71,NRZ,10.79,7.93,0.2245,Medium,Young
1,1028,2020,225,26687,118.61,4,56.72,0.0178,18,0.593044,0.82,2.72,4290.38,NRZ,6.22,2.99,0.19,Low,Mature
2,34774,2024,215,33518,155.9,5,55.14,0.0233,11,0.779488,1.35,2.06,4013.33,Hired,8.35,4.6,0.1998,Low,Mature
2,36094,2023,149,19693,132.17,4,63.89,0.0268,28,0.660839,1.93,3.31,3198.84,Hired,6.16,2.2,0.4959,Medium,Old
1,1017,2022,197,56850,288.58,6,54.97,0.0305,19,1.442893,0.51,3.46,3593.35,NRZ,15.82,2.75,0.8362,Low,Mature
2,36281,2017,225,49320,219.2,11,50.05,0.0489,14,1.096,0.86,2.62,4066.77,Hired,12.13,3.34,0.7503,Low,Mature
2,36390,2017,193,35015,181.42,8,60.89,0.0415,18,0.907124,1.68,1.66,4494.02,Hired,7.79,3.2,0.6776,Medium,Mature
1,1010,2022,157,39505,251.62,11,47.92,0.0701,25,1.258121,1.55,3.01,3542.75,NRZ,11.15,1.84,2.2049,Low,Old
2,35660,2021,230,29505,128.28,6,60.22,0.0261,15,0.641413,1.29,1.75,5119.56,Hired,5.76,3.76,0.2511,Medium,Mature
1,1027,2019,216,21581,99.91,4,49.96,0.0185,20,0.49956,0.73,1.91,5121.93,NRZ,4.21,2.38,0.1848,Low,Mature
1,1020,2023,239,28358,118.65,6,59.89,0.0251,12,0.593264,0.94,1.63,5552.15,NRZ,5.11,4.61,0.1787,Low,Mature
1,2105,2022,197,50761,257.67,9,50.82,0.0457,19,1.28835,1.3,2.6,4087.36,NRZ,12.42,2.54,1.1187,Low,Mature
1,1015,2017,255,40848,160.19,5,55.25,0.0196,6,0.800941,0.95,3.34,5208.98,NRZ,7.84,7.89,0.0942,Low,Young
2,34811,2024,261,28835,110.48,7,60.13,0.0268,5,0.552395,1.56,2.45,5151.87,Hired,5.6,10.02,0.074,Medium,New
2,35679,2018,167,39391,235.87,5,69.71,0.0299,18,1.179371,0.92,1.55,3545.49,Hired,11.11,3.67,0.6347,Medium,Mature
2,36989,2018,227,46822,206.26,7,51.12,0.0308,12,1.031322,1.5,2.3,5061.14,Hired,9.25,3.93,0.3812,Low,Mature
2,35730,2023,143,22309,156.01,6,58.22,0.042,22,0.780035,0.82,3.28,3210.23,Hired,6.95,2.53,0.7208,Low,Old
2,36028,2021,117,36291,285.11,14,31.79,0.0854,26,1.425549,0.81,2.45,2715.0,Hired,13.37,1.18,3.1653,Critical,Old
2,34486,2023,97,20089,207.1,4,55.74,0.0412,31,1.035515,1.35,3.33,1861.97,Hired,10.79,1.74,1.3226,Low,Old
2,35401,2024,117,19406,165.86,7,54.3,0.0598,33,0.829316,0.84,3.08,2214.12,Hired,8.76,1.6,1.6366,Low,Old
2,36839,2024,124,33394,269.31,8,52.26,0.0645,31,1.346532,0.87,1.74,2438.25,Hired,13.7,1.63,2.6924,Low,Old
1,1025,2024,206,33548,162.85,11,51.37,0.0534,16,0.814272,1.06,2.97,3729.69,NRZ,8.99,3.02,0.6957,Low,Mature
2,34883,2017,156,36733,235.47,5,53.95,0.0321,23,1.17734,1.13,3.32,3141.2,Hired,11.69,2.25,0.8692,Low,Old
2,35410,2018,210,52393,249.49,8,51.34,0.0381,12,1.247452,0.98,2.13,4844.69,Hired,10.81,3.95,0.5703,Low,Mature
2,35327,2022,131,19132,146.05,4,53.13,0.0305,29,0.730229,1.67,2.32,3081.83,Hired,6.21,1.77,0.6459,Low,Old
1,1008,2020,149,44364,297.74,9,47.79,0.0604,26,1.488725,1.93,3.19,3319.02,NRZ,13.37,1.77,2.3379,Low,Old
1,1007,2023,264,26082,98.8,6,56.12,0.0227,11,0.493977,0.79,1.57,5797.11,NRZ,4.5,4.68,0.1233,Low,Mature
1,1013,2022,76,19503,316.74,10,35.96,0.1053,32,1.583684,1.59,1.98,1628.03,NRZ,11.98,1.09,5.3364,Critical,Old
1,2109,2017,217,27394,126.24,8,54.24,0.0369,11,0.631198,1.96,1.7,4184.65,NRZ,6.55,4.52,0.2562,Low,Mature
1,1022,2018,192,26980,140.52,7,55.14,0.0365,14,0.702604,0.56,2.16,3589.31,NRZ,7.52,3.68,0.359,Low,Mature
2,36087,2021,289,55737,192.86,6,70.11,0.0208,10,0.964308,0.78,1.64,6660.4,Hired,8.37,6.37,0.2006,Medium,Young
2,36997,2022,118,29617,250.99,6,54.95,0.0508,27,1.254958,1.51,1.74,2403.53,Hired,12.32,1.96,1.7213,Low,Old
2,36260,2021,286,56265,196.73,9,61.38,0.0315,7,0.983654,1.1,2.45,6183.03,Hired,9.1,7.67,0.2169,Medium,Young
2,36200,2021,156,17078,109.47,7,55.07,0.0449,27,0.547372,0.7,1.7,2857.47,Hired,5.98,1.97,0.6636,Low,Old
1,2103,2017,141,21000,203.08,8,39.93,0.0482,22,1.015392,1.65,3.09,2708.83,NRZ,7.75,1.74,1.0767,Critical,Old
2,36059,2022,267,41670,156.07,5,74.71,0.0187,5,0.780337,0.95,2.91,5593.35,Hired,7.45,12.45,0.073,Medium,New
1,1021,2023,217,46213,212.96,9,48.79,0.0415,18,1.064816,1.2,2.62,4109.52,NRZ,11.25,2.57,0.7954,Low,Mature
1,1027,2021,217,40785,187.95,10,42.69,0.0461,16,0.939747,0.59,2.68,4072.91,NRZ,10.01,2.51,0.6932,Low,Mature
2,35644,2017,331,46721,141.15,4,67.65,0.0121,3,0.705755,1.03,2.82,6449.76,Hired,7.24,16.91,0.0256,Medium,New
1,2106,2020,165,27085,164.15,9,48.99,0.0545,21,0.820758,1.94,2.94,3542.41,NRZ,7.65,2.23,0.9394,Low,Old
1,2108,2024,144,44810,311.18,7,49.76,0.0486,28,1.555903,1.71,3.21,3375.51,NRZ,13.28,1.72,2.1173,Low,Old
2,36117,2024,240,51438,214.32,6,54.95,0.025,17,1.071625,0.54,3.08,4719.99,Hired,10.9,3.05,0.4554,Low,Mature
2,36967,2018,243,50943,209.64,5,66.69,0.0206,16,1.04821,1.9,2.54,5582.66,Hired,9.13,3.92,0.3455,Medium,Mature
2,35108,2019,131,37579,286.86,6,56.79,0.0458,26,1.434313,1.24,2.25,3103.69,Hired,12.11,2.1,1.708,Low,Old
2,36451,2023,182,57944,337.08,15,38.26,0.0711,18,1.685403,0.53,3.43,3937.55,Hired,14.72,2.01,2.157,Critical,Mature
2,34248,2023,333,42071,126.34,8,56.71,0.024,4,0.631697,0.82,3.28,7823.95,Hired,5.38,11.34,0.0606,Low,New
1,1012,2021,183,36794,201.06,7,50.04,0.0383,15,1.005301,1.54,3.02,3998.23,NRZ,9.2,3.13,0.5775,Low,Mature
1,1030,2019,125,26105,208.84,4,45.66,0.032,29,1.0442,1.27,3.44,2872.97,NRZ,9.09,1.52,0.969,Low,Old
1,1028,2022,197,44007,223.39,10,52.54,0.0508,18,1.116929,1.7,1.9,4035.93,NRZ,10.9,2.77,1.0213,Low,Mature
1,1027,2023,326,56410,173.04,3,68.67,0.0092,3,0.865184,1.42,1.96,6042.04,NRZ,9.34,17.17,0.0239,Medium,New
2,35028,2021,285,32816,115.14,7,54.49,0.0246,9,0.575719,1.94,1.84,6099.99,Hired,5.38,5.45,0.1275,Low,Young
1,2105,2023,292,59564,203.99,5,64.77,0.0171,9,1.019932,0.79,3.22,6626.28,NRZ,8.99,6.48,0.157,Medium,Young
2,36240,2023,127,15905,125.24,8,54.03,0.063,29,0.626181,0.78,1.86,2889.86,Hired,5.5,1.8,1.144,Low,Old
